X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,weather,sci,comm,nav,misc
2018-111A,43876,*+,KANOPUS-V 5,CIS,2018-12-27,VOSTO,NA,94.8,97.5,510,507,N/A,,0,0,0,0,0
2018-111B,43877,*+,KANOPUS-V 6,CIS,2018-12-27,VOSTO,NA,94.8,97.5,511,507,N/A,,0,0,0,0,0
2018-111D,43879,*+,ISAT,GER,2018-12-27,VOSTO,NA,96.3,97.7,588,570,N/A,,0,0,0,0,0
2018-111E,43880,*+,UWE-4,GER,2018-12-27,VOSTO,NA,96.2,97.7,587,570,N/A,,0,0,1,0,0
2018-111F,43881,*+,D-STAR ONE (SPARROW),GER,2018-12-27,VOSTO,NA,96.2,97.7,587,570,N/A,,0,0,0,0,0
2018-111G,43882,*+,LEMUR-2-CHRISTINAHOLT,US,2018-12-27,VOSTO,NA,96.2,97.7,585,569,N/A,,1,0,0,0,0
2018-111H,43883,*+,LEMUR-2-TINYKEV,US,2018-12-27,VOSTO,NA,96.2,97.7,585,569,N/A,,1,0,0,0,0
2018-111J,43884,*+,LEMUR-2-REMY-COLTON,US,2018-12-27,VOSTO,NA,96.2,97.7,585,569,N/A,,1,0,0,0,0
2018-111K,43885,*+,LEMUR-2-GUSTAVO,US,2018-12-27,VOSTO,NA,96.2,97.7,585,569,N/A,,1,0,0,0,0
2018-111L,43886,*+,LEMUR-2-ZO,US,2018-12-27,VOSTO,NA,96.2,97.7,585,569,N/A,,1,0,0,0,0
2018-111M,43887,*+,LEMUR-2-NATALIEMURRAY,US,2018-12-27,VOSTO,NA,96.2,97.7,584,569,N/A,,1,0,0,0,0
2018-111N,43888,*+,LEMUR-2-SARAHBETTYBOO,US,2018-12-27,VOSTO,NA,96.2,97.7,584,569,N/A,,1,0,0,0,0
2018-111P,43889,*+,LEMUR-2-DAISY-HARPER,US,2018-12-27,VOSTO,NA,96.2,97.7,584,568,N/A,,1,0,0,0,0
2018-111Q,43890,*+,GRUS-1A,JPN,2018-12-27,VOSTO,NA,96.5,97.7,592,586,N/A,,0,0,0,0,0
2018-111R,43891,*+,OBJECT R,TBD,2018-12-27,VOSTO,NA,94.6,97.3,514,480,N/A,,0,0,0,0,0
2018-111S,43892,*+,FLOCK 3K-3,US,2018-12-27,VOSTO,NA,94.4,97.3,507,476,N/A,,1,0,0,0,0
2018-111T,43893,*+,FLOCK 3K-4,US,2018-12-27,VOSTO,NA,94.4,97.3,507,477,N/A,,1,0,0,0,0
2018-111U,43894,*+,FLOCK 3K-1,US,2018-12-27,VOSTO,NA,94.4,97.3,507,476,N/A,,1,0,0,0,0
2018-111V,43895,*+,FLOCK 3K-2,US,2018-12-27,VOSTO,NA,94.4,97.3,507,476,N/A,,1,0,0,0,0
2018-111W,43896,*+,FLOCK 3K-6,US,2018-12-27,VOSTO,NA,94.4,97.3,506,478,N/A,,1,0,0,0,0
2018-111Z,43899,*+,FLOCK 3K-5,US,2018-12-27,VOSTO,NA,94.4,97.3,506,477,N/A,,1,0,0,0,0
2018-111AB,43901,*+,FLOCK 3K-8,US,2018-12-27,VOSTO,NA,94.4,97.3,506,477,N/A,,1,0,0,0,0
2018-111AC,43902,*+,FLOCK 3K-7,US,2018-12-27,VOSTO,NA,94.4,97.3,506,477,N/A,,1,0,0,0,0
2018-111AD,43903,*+,FLOCK 3K-12,US,2018-12-27,VOSTO,NA,94.4,97.3,506,478,N/A,,1,0,0,0,0
2018-111AE,43904,*+,FLOCK 3K-11,US,2018-12-27,VOSTO,NA,94.4,97.3,506,478,N/A,,1,0,0,0,0
2018-111AF,43905,*+,FLOCK 3K-10,US,2018-12-27,VOSTO,NA,94.4,97.3,506,478,N/A,,1,0,0,0,0
2018-111AG,43906,*+,FLOCK 3K-9,US,2018-12-27,VOSTO,NA,94.4,97.3,506,478,N/A,,1,0,0,0,0
2018-111AH,43907,*+,ZACUBE-2,SAF,2018-12-27,VOSTO,NA,94.5,97.3,507,479,N/A,,0,0,0,0,1
2018-111AJ,43908,*+,LUME 1,SPN,2018-12-27,VOSTO,NA,94.5,97.3,506,479,N/A,,0,0,0,0,1
2018-112A,43909,*+,YUNHAI-2 1,PRC,2018-12-29,JSC,NA,100.9,50,800,800,N/A,,0,0,0,0,0
2018-112B,43910,*+,YUNHAI-2 2,PRC,2018-12-29,JSC,NA,100.9,50,803,796,N/A,,0,0,0,0,0
2018-112C,43911,*+,YUNHAI-2 3,PRC,2018-12-29,JSC,NA,100.9,50,800,799,N/A,,0,0,0,0,0
2018-112D,43912,*+,YUNHAI-2 4,PRC,2018-12-29,JSC,NA,100.9,50,811,788,N/A,,0,0,0,0,0
2018-112E,43913,*+,YUNHAI-2 5,PRC,2018-12-29,JSC,NA,100.9,50,804,796,N/A,,0,0,0,0,0
2018-112F,43914,*+,HONGYAN 1 (CHONGQING),PRC,2018-12-29,JSC,NA,107.2,50,1101,1090,N/A,,0,0,0,0,0
2018-112G,43915,*+,YUNHAI-2 6,PRC,2018-12-29,JSC,NA,100.9,50,806,794,N/A,,0,0,0,0,0
2018-110C,43917,*+,TJS-3 AKM,PRC,2018-12-24,XICLF,NA,1436,0.4,35805,35766,N/A,,0,0,1,0,0
2019-001A,43920,M*+,CHINASAT 2D (ZX 2D),PRC,2019-01-10,XICLF,NA,1436.1,0.1,35791,35781,N/A,,0,0,1,0,0
2019-002A,43922,*+,IRIDIUM 180,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-002B,43923,*+,IRIDIUM 176,US,2019-01-11,AFWTR,NA,97.8,86.6,655,652,N/A,,0,0,1,0,0
2019-002C,43924,*+,IRIDIUM 168,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-002D,43925,*+,IRIDIUM 173,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-002E,43926,*+,IRIDIUM 169,US,2019-01-11,AFWTR,NA,100.1,87.3,766,760,N/A,,0,0,1,0,0
2019-002F,43927,*+,IRIDIUM 172,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-002G,43928,*+,IRIDIUM 175,US,2019-01-11,AFWTR,NA,97.8,86.6,656,652,N/A,,0,0,1,0,0
2019-002H,43929,*+,IRIDIUM 171,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-002J,43930,*+,IRIDIUM 170,US,2019-01-11,AFWTR,NA,97.8,86.6,655,652,N/A,,0,0,1,0,0
2019-002K,43931,*+,IRIDIUM 167,US,2019-01-11,AFWTR,NA,100.4,86.4,779,776,N/A,,0,0,1,0,0
2019-003A,43932,*+,RAPIS-1,JPN,2019-01-18,KSCUT,NA,95.2,97.3,530,527,N/A,,0,0,0,0,0
2019-003B,43933,*+,ORIGAMISAT-1,JPN,2019-01-18,KSCUT,NA,94.6,97.3,513,488,N/A,,0,0,0,0,0
2019-003C,43934,*+,RISESAT,JPN,2019-01-18,KSCUT,NA,94.6,97.3,512,488,N/A,,0,0,0,0,0
2019-003D,43935,*+,MICRODRAGON,VTN,2019-01-18,KSCUT,NA,94.6,97.3,512,486,N/A,,0,0,0,0,0
2019-003E,43936,*+,EPSILON R/B,JPN,2019-01-18,KSCUT,NA,94.5,97.3,514,479,N/A,,0,0,0,0,0
2019-003F,43937,*+,NEXUS (FO-99),JPN,2019-01-18,KSCUT,NA,94.5,97.3,511,477,N/A,,0,0,0,0,0
2019-003G,43938,*+,ALE-1,JPN,2019-01-18,KSCUT,NA,94.5,97.3,513,478,N/A,,0,0,0,0,0
2019-003J,43940,*+,AOBA VELOX-IV,SGJ,2019-01-18,KSCUT,NA,94.5,97.3,510,476,N/A,,0,0,0,0,1
2019-005A,43942,*+,LINGQUE 1A,PRC,2019-01-21,JSC,NA,95.1,97.5,537,510,N/A,,0,0,0,0,0
2019-005B,43943,*+,JILIN-01-09,PRC,2019-01-21,JSC,NA,95.2,97.5,542,519,N/A,,0,0,0,0,0
2019-005C,43944,*+,XIAOXIANG 3,PRC,2019-01-21,JSC,NA,95.2,97.5,540,520,N/A,,0,0,0,0,0
2019-005E,43946,*+,JILIN-01-10,PRC,2019-01-21,JSC,NA,95.2,97.5,545,516,N/A,,0,0,0,0,0
1998-067PV,44029,*+,CATSAT-2,US,1998-11-20,TYMSC,NA,92.4,51.6,395,389,N/A,,0,0,0,0,1
1998-067PW,44030,*+,DELPHINI,US,1998-11-20,TYMSC,NA,92.4,51.6,394,388,N/A,,0,0,0,0,1
1998-067PX,44031,*+,UNITE,US,1998-11-20,TYMSC,NA,92.5,51.6,398,394,N/A,,0,0,0,0,1
1998-067PY,44032,*+,TECHEDSAT 8,US,1998-11-20,TYMSC,NA,92,51.6,375,369,N/A,,0,0,0,0,1
1998-067PZ,44033,*+,CATSAT-1,US,1998-11-20,TYMSC,NA,92.4,51.6,395,389,N/A,,0,0,0,0,1
2019-007A,44034,M*+,HELLAS-SAT 4 & SGS-1,GRS,2019-02-05,FRGUI,NA,1436.2,0.1,35814,35765,N/A,,0,0,0,0,0
2019-007B,44035,*+,GSAT-31,IND,2019-02-05,FRGUI,NA,1436.1,0,35809,35764,N/A,,0,0,1,0,0
2018-092C,44041,*+,OBJECT C,TBD,2018-11-17,WLPIS,NA,93.7,51.7,457,452,N/A,,0,0,0,0,0
2018-092D,44042,*+,OBJECT D,TBD,2018-11-17,WLPIS,NA,93.7,51.6,457,452,N/A,,0,0,0,0,0
2018-092E,44044,*+,CHEFSAT 2,US,2018-11-17,WLPIS,NA,93.8,51.6,466,450,N/A,,0,0,0,0,0
2018-092F,44045,*+,MYSAT-1,UAE,2018-11-17,WLPIS,NA,93.8,51.7,468,451,N/A,,0,0,0,0,0
2019-008A,44047,*+,EGYPTSAT-A (MISRSAT-A),EGY,2019-02-21,TYMSC,NA,97.8,98,655,652,N/A,,0,0,0,0,0
2019-009A,44048,*+,NUSANTARA SATU,IND,2019-02-22,AFETR,NA,1436.1,0,35797,35777,N/A,,0,0,1,0,0
2019-010A,44057,*+,ONEWEB-0012,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-010B,44058,*+,ONEWEB-0010,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-010C,44059,*+,ONEWEB-0008,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-010D,44060,*+,ONEWEB-0007,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-010E,44061,*+,ONEWEB-0006,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-010F,44062,*+,ONEWEB-0011,UK,2019-02-27,FRGUI,NA,109.5,87.9,1204,1201,N/A,,0,0,0,0,0
2019-009D,44065,*+,S5,US,2019-02-22,AFETR,NA,1449.7,0.4,36068,36036,N/A,,0,0,0,0,0
2019-012A,44067,M*+,CHINASAT 6C (ZX 6C),PRC,2019-03-09,XICLF,NA,1436.2,0.1,35803,35773,N/A,,0,0,0,0,0
2019-014A,44071,*+,WGS 10 (USA 291),US,2019-03-16,AFETR,NA,1436.1,0.1,35788,35786,N/A,,0,0,1,0,0
2019-015A,44072,*+,PRISMA,IT,2019-03-22,FRGUI,NA,97.1,97.9,619,617,N/A,,0,0,0,0,0
2019-016A,44073,*+,R3D2,US,2019-03-28,RLLB,NA,93,39.5,427,419,N/A,,0,0,0,0,0
2019-017A,44076,*+,TIANLIAN 2-01,PRC,2019-03-31,XICLF,NA,1436.1,2.6,35924,35649,N/A,,0,0,0,0,0
2019-018A,44078,*+,EMISAT,IND,2019-04-01,SRILR,NA,99.7,98.4,760,733,N/A,,0,0,0,0,0
2019-018B,44079,*+,FLOCK 4A-1,US,2019-04-01,SRILR,NA,94.6,97.4,508,493,N/A,,1,0,0,0,0
2019-018C,44080,*+,FLOCK 4A-2,US,2019-04-01,SRILR,NA,94.6,97.4,509,493,N/A,,1,0,0,0,0
2019-018D,44081,*+,FLOCK 4A-3,US,2019-04-01,SRILR,NA,94.6,97.4,509,492,N/A,,1,0,0,0,0
2019-018E,44082,*+,FLOCK 4A-4,US,2019-04-01,SRILR,NA,94.6,97.4,508,492,N/A,,1,0,0,0,0
2019-018F,44083,*+,ASTROCAST 0.2,SWT,2019-04-01,SRILR,NA,94.6,97.5,510,493,N/A,,0,0,0,0,0
2019-018G,44084,*+,LEMUR-2-JOHANLORAN,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018H,44085,*+,LEMUR-2-BEAUDACIOUS,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018J,44086,*+,LEMUR-2-ELHAM,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018K,44087,*+,LEMUR-2-VICTOR-ANDREW,US,2019-04-01,SRILR,NA,94.6,97.4,507,491,N/A,,1,0,0,0,0
2019-018L,44088,*+,FLOCK 4A-17,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018M,44089,*+,FLOCK 4A-18,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018N,44090,*+,FLOCK 4A-19,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018P,44091,*+,FLOCK 4A-20,US,2019-04-01,SRILR,NA,94.6,97.4,508,491,N/A,,1,0,0,0,0
2019-018Q,44092,*+,FLOCK 4A-8,US,2019-04-01,SRILR,NA,94.6,97.4,506,492,N/A,,1,0,0,0,0
2019-018R,44093,*+,FLOCK 4A-7,US,2019-04-01,SRILR,NA,94.6,97.4,506,492,N/A,,1,0,0,0,0
2019-018S,44094,*+,FLOCK 4A-6,US,2019-04-01,SRILR,NA,94.6,97.4,506,492,N/A,,1,0,0,0,0
2019-018T,44095,*+,FLOCK 4A-5,US,2019-04-01,SRILR,NA,94.6,97.4,506,492,N/A,,1,0,0,0,0
2019-018U,44096,*+,FLOCK 4A-11,US,2019-04-01,SRILR,NA,94.6,97.4,505,491,N/A,,1,0,0,0,0
2019-018V,44097,*+,FLOCK 4A-10,US,2019-04-01,SRILR,NA,94.6,97.4,506,491,N/A,,1,0,0,0,0
2019-018W,44098,*+,FLOCK 4A-9,US,2019-04-01,SRILR,NA,94.6,97.4,506,491,N/A,,1,0,0,0,0
2019-018X,44099,*+,FLOCK 4A-16,US,2019-04-01,SRILR,NA,94.6,97.4,506,491,N/A,,1,0,0,0,0
2019-018Y,44100,*+,FLOCK 4A-15,US,2019-04-01,SRILR,NA,94.6,97.4,506,491,N/A,,1,0,0,0,0
2019-018Z,44101,*+,FLOCK 4A-14,US,2019-04-01,SRILR,NA,94.6,97.4,505,490,N/A,,1,0,0,0,0
2019-018AA,44102,*+,FLOCK 4A-13,US,2019-04-01,SRILR,NA,94.6,97.4,506,491,N/A,,1,0,0,0,0
2019-018AB,44103,*+,AISTECHSAT-3,SPN,2019-04-01,SRILR,NA,94.6,97.4,506,489,N/A,,0,0,0,0,0
2019-018AC,44104,*+,AIS & APRS & ARIS & R/B,IND,2019-04-01,SRILR,NA,94.1,97.5,514,434,N/A,,0,0,0,0,0
2019-018AD,44105,*+,BLUEWALKER 1,LTU,2019-04-01,SRILR,NA,94.1,97.5,513,433,N/A,,0,0,0,0,0
2019-018AE,44108,*+,FLOCK 4A-12,US,2019-04-01,SRILR,NA,94.6,97.4,506,492,N/A,,1,0,0,0,0
2019-018AF,44109,*+,M6P,LTU,2019-04-01,SRILR,NA,94.1,97.5,517,435,N/A,,0,0,0,0,0
2019-020A,44112,*+,O3B FM20,O3B,2019-04-04,FRGUI,NA,287.9,0.1,8069,8062,N/A,,0,0,1,0,0
2019-020B,44113,*+,O3B FM19,O3B,2019-04-04,FRGUI,NA,287.9,0.1,8069,8063,N/A,,0,0,1,0,0
2019-020C,44114,*+,O3B FM17,O3B,2019-04-04,FRGUI,NA,287.9,0.1,8070,8062,N/A,,0,0,1,0,0
2019-020D,44115,*+,O3B FM18,O3B,2019-04-04,FRGUI,NA,287.9,0.1,8070,8062,N/A,,0,0,1,0,0
2019-021A,44186,*+,ARABSAT-6A,AB,2019-04-11,AFETR,NA,1436.1,0.1,35805,35767,N/A,,0,0,1,0,0
2019-022A,44188,*+,CYGNUS NG-11,US,2019-04-17,WLPIS,NA,93.9,51.6,470,462,N/A,,0,0,0,0,0
2019-023A,44204,*S,BEIDOU-3 IGSO-1,PRC,2019-04-20,XICLF,NA,1436.4,55.2,35873,35712,N/A,,0,0,1,1,0
2019-024A,44207,*+,TIANHUI 2-01A,PRC,2019-04-29,TAISC,NA,94.9,97.5,517,514,N/A,,0,0,0,0,0
2019-024C,44209,*+,TIANHUI 2-01B,PRC,2019-04-29,TAISC,NA,94.9,97.5,517,515,N/A,,0,0,0,0,0
2019-026A,44225,*+,AFOTEC-1 (FALCON ODE),US,2019-05-05,RLLB,NA,94.7,40,509,500,N/A,,0,0,0,0,0
2019-026B,44226,*+,SPARC-1,US,2019-05-05,RLLB,NA,94.6,40,509,493,N/A,,0,0,0,0,0
2019-026E,44229,*+,HARBINGER (ICEYE-X3),US,2019-05-05,RLLB,NA,94.7,40,510,498,N/A,,0,0,0,0,0
2019-027A,44231,*+,BEIDOU-2 G8,PRC,2019-05-17,XICLF,NA,1436.1,1.5,35793,35780,N/A,,0,0,0,1,0
2019-028A,44233,*+,RISAT-2B,IND,2019-05-22,SRILR,NA,95.7,37,557,551,N/A,,0,0,0,0,0
2019-029A,44235,*+,STARLINK-31,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029B,44236,*+,STARLINK-22,US,2019-05-24,AFETR,NA,95.7,53,555,554,N/A,,0,0,1,0,0
2019-029C,44237,*+,STARLINK-23,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029D,44238,*+,STARLINK-24,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029E,44239,*+,STARLINK-25,US,2019-05-24,AFETR,NA,95.7,53,552,548,N/A,,0,0,1,0,0
2019-029F,44240,*+,STARLINK-26,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029G,44241,*+,STARLINK-27,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029H,44242,*+,STARLINK-28,US,2019-05-24,AFETR,NA,95.7,53,550,549,N/A,,0,0,1,0,0
2019-029J,44243,*+,STARLINK-29,US,2019-05-24,AFETR,NA,93.5,53,449,439,N/A,,0,0,1,0,0
2019-029K,44244,*+,STARLINK-30,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029L,44245,*+,STARLINK-21,US,2019-05-24,AFETR,NA,95.7,53,552,548,N/A,,0,0,1,0,0
2019-029M,44246,*+,STARLINK-46,US,2019-05-24,AFETR,NA,92.1,53,396,359,N/A,,0,0,1,0,0
2019-029N,44247,*+,STARLINK-33,US,2019-05-24,AFETR,NA,95.7,53,551,548,N/A,,0,0,1,0,0
2019-029P,44248,*+,STARLINK-34,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029Q,44249,*+,STARLINK-61,US,2019-05-24,AFETR,NA,95.3,53,533,532,N/A,,0,0,1,0,0
2019-029R,44250,*+,STARLINK-36,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029S,44251,*+,STARLINK-37,US,2019-05-24,AFETR,NA,95.7,53,552,548,N/A,,0,0,1,0,0
2019-029T,44252,*+,STARLINK-71,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029U,44253,*+,STARLINK-39,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029V,44254,*+,STARLINK-32,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029W,44255,*+,STARLINK-66,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029X,44256,*+,STARLINK-42,US,2019-05-24,AFETR,NA,95.6,53,551,548,N/A,,0,0,1,0,0
2019-029Y,44257,*+,STARLINK-43,US,2019-05-24,AFETR,NA,94.2,53,482,479,N/A,,0,0,1,0,0
2019-029Z,44258,*+,STARLINK-40,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AA,44259,*P,STARLINK-52,US,2019-05-24,AFETR,NA,93.5,53,446,443,N/A,,0,0,1,0,0
2019-029AB,44260,*+,STARLINK-45,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AC,44261,*+,STARLINK-44,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AD,44262,*+,STARLINK-49,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AE,44263,*+,STARLINK-72,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AF,44264,*+,STARLINK-35,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AG,44265,*+,STARLINK-63,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AH,44266,*+,STARLINK-54,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AJ,44267,*+,STARLINK-69,US,2019-05-24,AFETR,NA,95.6,53,551,548,N/A,,0,0,1,0,0
2019-029AK,44268,*+,STARLINK-55,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AL,44269,*+,STARLINK-57,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AM,44270,*+,STARLINK-58,US,2019-05-24,AFETR,NA,95.6,53,551,549,N/A,,0,0,1,0,0
2019-029AN,44271,*+,STARLINK-59,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AP,44272,*+,STARLINK-51,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AQ,44273,*P,STARLINK-60,US,2019-05-24,AFETR,NA,93.1,53,432,423,N/A,,0,0,1,0,0
2019-029AR,44274,*+,STARLINK-62,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AS,44275,*+,STARLINK-64,US,2019-05-24,AFETR,NA,95.6,53,550,547,N/A,,0,0,1,0,0
2019-029AT,44276,*+,STARLINK-65,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AU,44277,*+,STARLINK-41,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AV,44278,*+,STARLINK-67,US,2019-05-24,AFETR,NA,91,53,340,304,N/A,,0,0,1,0,0
2019-029AW,44279,*+,STARLINK-68,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AX,44280,*+,STARLINK-38,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AY,44281,*+,STARLINK-70,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029AZ,44282,*P,STARLINK-80,US,2019-05-24,AFETR,NA,94.5,53,497,495,N/A,,0,0,1,0,0
2019-029BA,44283,*+,STARLINK-56,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BB,44284,*+,STARLINK-73,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BC,44285,*+,STARLINK-50,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BD,44286,*+,STARLINK-75,US,2019-05-24,AFETR,NA,95.5,53,544,540,N/A,,0,0,1,0,0
2019-029BE,44287,*+,STARLINK-76,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BF,44288,*+,STARLINK-79,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BG,44289,*+,STARLINK-48,US,2019-05-24,AFETR,NA,94.8,53,509,506,N/A,,0,0,1,0,0
2019-029BH,44290,*+,STARLINK-78,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BJ,44291,*+,STARLINK-77,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BK,44292,*+,STARLINK-81,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BL,44293,*+,STARLINK-74,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-029BM,44294,*+,STARLINK-53,US,2019-05-24,AFETR,NA,95.7,53,551,549,N/A,,0,0,1,0,0
2019-030A,44299,*+,COSMOS 2534 [GLONASS-M],CIS,2019-05-27,PLMSC,NA,675.7,64.7,19169,19091,N/A,,0,0,0,1,0
2019-031A,44307,*+,YAMAL 601,CIS,2019-05-30,TYMSC,NA,1436.1,0,35794,35780,N/A,,0,0,1,0,0
2019-032A,44310,*+,OBJECT A,PRC,2019-06-05,SEAL,NA,96.1,45,579,561,N/A,,0,0,0,0,0
2019-032B,44311,*+,OBJECT B,PRC,2019-06-05,SEAL,NA,96,45,576,555,N/A,,0,0,0,0,0
2019-032C,44312,*+,OBJECT C,PRC,2019-06-05,SEAL,NA,96,45,576,555,N/A,,0,0,0,0,0
2019-032D,44313,*+,OBJECT D,PRC,2019-06-05,SEAL,NA,96,45,576,554,N/A,,0,0,0,0,0
2019-032E,44314,*+,OBJECT E,PRC,2019-06-05,SEAL,NA,96,45,576,554,N/A,,0,0,0,0,0
2019-032F,44315,*+,OBJECT F,PRC,2019-06-05,SEAL,NA,95.9,45,576,551,N/A,,0,0,0,0,0
2019-032G,44316,*+,OBJECT G,PRC,2019-06-05,SEAL,NA,96.1,45,583,558,N/A,,0,0,0,0,0
2019-033A,44322,*+,RCM-1,CA,2019-06-12,AFWTR,NA,96.5,97.8,591,589,N/A,,0,0,0,0,0
2019-033B,44323,*+,RCM-3,CA,2019-06-12,AFWTR,NA,96.5,97.8,591,589,N/A,,0,0,0,0,0
2019-033C,44324,*+,RCM-2,CA,2019-06-12,AFWTR,NA,96.5,97.8,591,589,N/A,,0,0,0,0,0
1998-067QE,44329,*+,RAAVANA-1,SRI,1998-11-20,TYMSC,NA,92.7,51.6,412,402,N/A,,0,0,0,0,1
1998-067QF,44330,*+,UGUISU,JPN,1998-11-20,TYMSC,NA,92.7,51.6,412,402,N/A,,0,0,0,0,1
1998-067QG,44331,*+,NEPALISAT-1,NEP,1998-11-20,TYMSC,NA,92.7,51.6,412,402,N/A,,0,0,0,0,1
1998-067QH,44332,*+,SPOOQY-1,SIN,1998-11-20,TYMSC,NA,92.7,51.6,411,402,N/A,,0,0,0,0,1
2019-034A,44333,*+,AT&T T-16,US,2019-06-20,FRGUI,NA,1436.1,0,35788,35785,N/A,,0,0,1,0,0
2019-034B,44334,*+,EUTELSAT 7C,EUT,2019-06-20,FRGUI,NA,1436.2,0.3,41307,30269,N/A,,0,0,0,0,0
2019-035A,44337,*+,BEIDOU-3 IGSO-2,PRC,2019-06-24,XICLF,NA,1436.2,55.1,35838,35740,N/A,,0,0,0,1,0
2019-036A,44339,*+,PROX-1,US,2019-06-25,AFETR,NA,99.1,24,724,710,N/A,,0,0,0,0,0
